TARGET_CLASS,configuration_id,criterion,ctg_min_time_per_job,ctg_schedule,search_budget,p_object_pool,ctg_time_per_class,Size,Length,Total_Time,Random_Seed,LineCoverage,LineCoverageBitString,BranchCoverage,BranchCoverageBitString,ExceptionCoverage,ExceptionCoverageBitString,Explicit_MethodExceptions,Explicit_TypeExceptions,Implicit_MethodExceptions,Implicit_TypeExceptions,WeakMutationScore,WeakMutationCoverageBitString,OutputCoverage,OutputCoverageBitString,MethodCoverage,MethodCoverageBitString,MethodNoExceptionCoverage,MethodNoExceptionCoverageBitString,CBranchCoverage,CBranchCoverageBitString
tutorial.Die,default,LINE;BRANCH;EXCEPTION;WEAKMUTATION;OUTPUT;METHOD;METHODNOEXCEPTION;CBRANCH,1,BUDGET,65,0.3,2,18,40,73067,1492495132843,1.0,11111111111111111111111111,0.7894736842105263,11110111010110011111110101101111111111,1.0,11,2,1,0,0,0.9710144927536232,111111111111111111111111111100111111111111111111111111111111111111111111111111111110101111111111111111111111111111111111111111111111111111,0.42857142857142855,11010010010010,1.0,11111111,1.0,11111111,0.7894736842105263,11111110010101011111110011011111111111
